row_index,video_id,rally_id,event_rank,clip_id,feature_source,window_start_original,window_end_original,original_len,video_len_after_collation,joints_npy,pos_npy,shuttle_npy,source_video,zero_pose_frames,zero_pose_rate,shuttle_visible_frames,shuttle_visible_rate,player_pos_out_of_unit_range,quality_group,has_phase02_label,stable_key,match_id,set_id,gt_rally_id,ball_round_id,event_frame_original,event_frame_source,stroke_type_ground_truth,player,server,true_label,true_label_name,reference_split
708,41,50,2,41_2_16_2,yolo,49272,49292,21,21,project/outputs/features_yolo26x_41_44/41/41_2_16_2_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_2_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,13,0.619048,21,1.000000,5,exact_label_pose_dropout_ge_50,True,41:2:16:2,41,2,16,2,49281,phase02_exact,net shot,A,2,13,Bottom_net shot,val
709,41,50,3,41_2_16_3,yolo,49292,49317,26,26,project/outputs/features_yolo26x_41_44/41/41_2_16_3_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_3_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,7,0.269231,26,1.000000,17,exact_label_pose_dropout_25_50,True,41:2:16:3,41,2,16,3,49305,phase02_exact,lob,B,2,4,Top_lob,val
710,41,50,4,41_50_event_4,yolo,49317,49340,24,24,project/outputs/features_yolo26x_41_44/41/41_50_event_4_joints.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_4_pos.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,7,0.291667,24,1.000000,0,candidate_only_pose_dropout_25_50,False,,,,,,49328,window_midpoint_estimate,,,,-1,,
711,41,50,5,41_2_16_4,yolo,49340,49360,21,21,project/outputs/features_yolo26x_41_44/41/41_2_16_4_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_4_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,12,0.571429,21,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:16:4,41,2,16,4,49350,phase02_exact,passive drop,A,2,19,Bottom_drop,val
712,41,50,6,41_2_16_5,yolo,49360,49382,23,23,project/outputs/features_yolo26x_41_44/41/41_2_16_5_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_5_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,10,0.434783,23,1.000000,13,exact_label_pose_dropout_25_50,True,41:2:16:5,41,2,16,5,49371,phase02_exact,net shot,B,2,1,Top_net shot,val
713,41,50,7,41_2_16_6,yolo,49382,49403,22,22,project/outputs/features_yolo26x_41_44/41/41_2_16_6_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_6_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,22,1.000000,22,1.000000,0,exact_label_all_pose_missing,True,41:2:16:6,41,2,16,6,49393,phase02_exact,net shot,A,2,13,Bottom_net shot,val
714,41,50,8,41_2_16_7,yolo,49403,49430,28,28,project/outputs/features_yolo26x_41_44/41/41_2_16_7_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_7_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,13,0.464286,28,1.000000,6,exact_label_pose_dropout_25_50,True,41:2:16:7,41,2,16,7,49416,phase02_exact,lob,B,2,4,Top_lob,val
715,41,50,9,41_2_16_8,yolo,49430,49457,28,28,project/outputs/features_yolo26x_41_44/41/41_2_16_8_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_8_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,9,0.321429,28,1.000000,1,exact_label_pose_dropout_25_50,True,41:2:16:8,41,2,16,8,49448,phase02_exact,smash,A,2,15,Bottom_smash,val
716,41,50,10,41_2_16_9,yolo,49457,49476,20,20,project/outputs/features_yolo26x_41_44/41/41_2_16_9_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_9_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,12,0.600000,20,1.000000,4,exact_label_pose_dropout_ge_50,True,41:2:16:9,41,2,16,9,49460,phase02_exact,return net,B,2,2,Top_return net,val
717,41,50,11,41_2_16_10,yolo,49476,49492,17,17,project/outputs/features_yolo26x_41_44/41/41_2_16_10_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_10_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,17,1.000000,17,1.000000,0,exact_label_all_pose_missing,True,41:2:16:10,41,2,16,10,49486,phase02_exact,net shot,A,2,13,Bottom_net shot,val
718,41,50,12,41_2_16_11,yolo,49492,49520,29,29,project/outputs/features_yolo26x_41_44/41/41_2_16_11_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_11_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,8,0.275862,29,1.000000,20,exact_label_pose_dropout_25_50,True,41:2:16:11,41,2,16,11,49510,phase02_exact,push,B,2,8,Top_push,val
719,41,50,13,41_2_16_12,yolo,49520,49556,37,37,project/outputs/features_yolo26x_41_44/41/41_2_16_12_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_12_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_16_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,34,0.918919,37,1.000000,1,exact_label_pose_dropout_ge_50,True,41:2:16:12,41,2,16,12,49542,phase02_exact,clear,A,3,17,Bottom_clear,val
720,41,50,14,41_50_event_14,yolo,49556,49578,23,23,project/outputs/features_yolo26x_41_44/41/41_50_event_14_joints.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_14_pos.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_14_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,18,0.782609,23,1.000000,4,candidate_only_pose_dropout_ge_50,False,,,,,,49567,window_midpoint_estimate,,,,-1,,
721,41,50,15,41_50_event_15,yolo,49578,49606,29,29,project/outputs/features_yolo26x_41_44/41/41_50_event_15_joints.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_15_pos.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_15_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,16,0.551724,29,1.000000,13,candidate_only_pose_dropout_ge_50,False,,,,,,49592,window_midpoint_estimate,,,,-1,,
722,41,50,16,41_50_event_16,yolo,49606,49638,33,33,project/outputs/features_yolo26x_41_44/41/41_50_event_16_joints.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_16_pos.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_16_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,33,1.000000,33,1.000000,0,candidate_only_all_pose_missing,False,,,,,,49622,window_midpoint_estimate,,,,-1,,
723,41,50,17,41_50_event_17,yolo,49638,49650,13,13,project/outputs/features_yolo26x_41_44/41/41_50_event_17_joints.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_17_pos.npy,project/outputs/features_yolo26x_41_44/41/41_50_event_17_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,12,0.923077,12,0.923077,2,candidate_only_pose_dropout_ge_50,False,,,,,,49644,window_midpoint_estimate,,,,-1,,
724,41,51,1,41_51_event_1,yolo,50550,50576,27,27,project/outputs/features_yolo26x_41_44/41/41_51_event_1_joints.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_1_pos.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,11,0.407407,21,0.777778,5,candidate_only_pose_dropout_25_50,False,,,,,,50563,window_midpoint_estimate,,,,-1,,
725,41,51,2,41_2_17_1,yolo,50576,50596,21,21,project/outputs/features_yolo26x_41_44/41/41_2_17_1_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_1_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,12,0.571429,20,0.952381,0,exact_label_pose_dropout_ge_50,True,41:2:17:1,41,2,17,1,50585,phase02_exact,short service,B,1,11,Top_short service,val
726,41,51,3,41_2_17_2,yolo,50596,50616,21,21,project/outputs/features_yolo26x_41_44/41/41_2_17_2_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_2_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,16,0.761905,21,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:2,41,2,17,2,50605,phase02_exact,net shot,A,2,13,Bottom_net shot,val
727,41,51,4,41_2_17_3,yolo,50616,50640,25,25,project/outputs/features_yolo26x_41_44/41/41_2_17_3_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_3_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,19,0.760000,25,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:3,41,2,17,3,50628,phase02_exact,lob,B,2,4,Top_lob,val
728,41,51,5,41_51_event_5,yolo,50640,50660,21,21,project/outputs/features_yolo26x_41_44/41/41_51_event_5_joints.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_5_pos.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,9,0.428571,21,1.000000,0,candidate_only_pose_dropout_25_50,False,,,,,,50650,window_midpoint_estimate,,,,-1,,
729,41,51,6,41_2_17_4,yolo,50660,50676,17,17,project/outputs/features_yolo26x_41_44/41/41_2_17_4_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_4_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,17,1.000000,17,1.000000,0,exact_label_all_pose_missing,True,41:2:17:4,41,2,17,4,50669,phase02_exact,back-court drive,A,2,18,Bottom_drive,val
730,41,51,7,41_2_17_5,yolo,50676,50691,16,16,project/outputs/features_yolo26x_41_44/41/41_2_17_5_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_5_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,10,0.625000,16,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:5,41,2,17,5,50683,phase02_exact,return net,B,2,2,Top_return net,val
731,41,51,8,41_2_17_6,yolo,50691,50712,22,22,project/outputs/features_yolo26x_41_44/41/41_2_17_6_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_6_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,19,0.863636,22,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:6,41,2,17,6,50700,phase02_exact,net shot,A,2,13,Bottom_net shot,val
732,41,51,9,41_2_17_7,yolo,50712,50736,25,25,project/outputs/features_yolo26x_41_44/41/41_2_17_7_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_7_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,25,1.000000,25,1.000000,0,exact_label_all_pose_missing,True,41:2:17:7,41,2,17,7,50723,phase02_exact,net shot,B,2,1,Top_net shot,val
733,41,51,10,41_2_17_8,yolo,50736,50768,33,33,project/outputs/features_yolo26x_41_44/41/41_2_17_8_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_8_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,32,0.969697,33,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:8,41,2,17,8,50750,phase02_exact,push,A,2,20,Bottom_push,val
734,41,51,11,41_2_17_9,yolo,50768,50800,33,33,project/outputs/features_yolo26x_41_44/41/41_2_17_9_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_9_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_9_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,33,1.000000,33,1.000000,0,exact_label_all_pose_missing,True,41:2:17:9,41,2,17,9,50787,phase02_exact,passive drop,B,2,7,Top_drop,val
735,41,51,12,41_2_17_10,yolo,50800,50828,29,29,project/outputs/features_yolo26x_41_44/41/41_2_17_10_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_10_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_10_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,29,1.000000,29,1.000000,0,exact_label_all_pose_missing,True,41:2:17:10,41,2,17,10,50813,phase02_exact,net shot,A,2,13,Bottom_net shot,val
736,41,51,13,41_2_17_11,yolo,50828,50860,33,33,project/outputs/features_yolo26x_41_44/41/41_2_17_11_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_11_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_11_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,32,0.969697,33,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:11,41,2,17,11,50842,phase02_exact,lob,B,2,4,Top_lob,val
737,41,51,14,41_2_17_12,yolo,50860,50892,33,33,project/outputs/features_yolo26x_41_44/41/41_2_17_12_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_12_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_12_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,20,0.606061,33,1.000000,4,exact_label_pose_dropout_ge_50,True,41:2:17:12,41,2,17,12,50881,phase02_exact,passive drop,A,2,19,Bottom_drop,val
738,41,51,15,41_2_17_13,yolo,50892,50920,29,29,project/outputs/features_yolo26x_41_44/41/41_2_17_13_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_13_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_13_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,29,1.000000,29,1.000000,0,exact_label_all_pose_missing,True,41:2:17:13,41,2,17,13,50907,phase02_exact,net shot,B,2,1,Top_net shot,val
739,41,51,16,41_2_17_14,yolo,50920,50946,27,27,project/outputs/features_yolo26x_41_44/41/41_2_17_14_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_14_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_14_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,11,0.407407,27,1.000000,1,exact_label_pose_dropout_25_50,True,41:2:17:14,41,2,17,14,50934,phase02_exact,net shot,A,2,13,Bottom_net shot,val
740,41,51,17,41_2_17_15,yolo,50946,50969,24,24,project/outputs/features_yolo26x_41_44/41/41_2_17_15_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_15_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_15_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,8,0.333333,24,1.000000,5,exact_label_pose_dropout_25_50,True,41:2:17:15,41,2,17,15,50959,phase02_exact,lob,B,2,4,Top_lob,val
741,41,51,18,41_51_event_18,yolo,50969,50990,22,22,project/outputs/features_yolo26x_41_44/41/41_51_event_18_joints.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_18_pos.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_18_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,4,0.181818,22,1.000000,1,candidate_only_pose_dropout_lt_25,False,,,,,,50980,window_midpoint_estimate,,,,-1,,
742,41,51,19,41_2_17_16,yolo,50990,51009,20,20,project/outputs/features_yolo26x_41_44/41/41_2_17_16_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_16_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_16_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,12,0.600000,20,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:16,41,2,17,16,51001,phase02_exact,back-court drive,A,2,18,Bottom_drive,val
743,41,51,20,41_2_17_17,yolo,51009,51030,22,22,project/outputs/features_yolo26x_41_44/41/41_2_17_17_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_17_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_17_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,20,0.909091,22,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:17,41,2,17,17,51019,phase02_exact,return net,B,2,2,Top_return net,val
744,41,51,21,41_2_17_18,yolo,51030,51052,23,23,project/outputs/features_yolo26x_41_44/41/41_2_17_18_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_18_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_18_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,23,1.000000,23,1.000000,0,exact_label_all_pose_missing,True,41:2:17:18,41,2,17,18,51040,phase02_exact,net shot,A,2,13,Bottom_net shot,val
745,41,51,22,41_2_17_19,yolo,51052,51078,27,27,project/outputs/features_yolo26x_41_44/41/41_2_17_19_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_19_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_19_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,21,0.777778,27,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:19,41,2,17,19,51064,phase02_exact,lob,B,2,4,Top_lob,val
746,41,51,23,41_2_17_20,yolo,51078,51104,27,27,project/outputs/features_yolo26x_41_44/41/41_2_17_20_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_20_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_20_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,7,0.259259,27,1.000000,0,exact_label_pose_dropout_25_50,True,41:2:17:20,41,2,17,20,51096,phase02_exact,smash,A,2,15,Bottom_smash,val
747,41,51,24,41_2_17_21,yolo,51104,51122,19,19,project/outputs/features_yolo26x_41_44/41/41_2_17_21_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_21_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_17_21_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,13,0.684211,19,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:17:21,41,2,17,21,51110,phase02_exact,return net,B,3,2,Top_return net,val
748,41,51,25,41_51_event_25,yolo,51122,51139,18,18,project/outputs/features_yolo26x_41_44/41/41_51_event_25_joints.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_25_pos.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_25_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,18,1.000000,18,1.000000,0,candidate_only_all_pose_missing,False,,,,,,51130,window_midpoint_estimate,,,,-1,,
749,41,51,26,41_51_event_26,yolo,51139,51160,22,22,project/outputs/features_yolo26x_41_44/41/41_51_event_26_joints.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_26_pos.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_26_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,15,0.681818,22,1.000000,5,candidate_only_pose_dropout_ge_50,False,,,,,,51150,window_midpoint_estimate,,,,-1,,
750,41,51,27,41_51_event_27,yolo,51160,51182,23,23,project/outputs/features_yolo26x_41_44/41/41_51_event_27_joints.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_27_pos.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_27_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,21,0.913043,23,1.000000,0,candidate_only_pose_dropout_ge_50,False,,,,,,51171,window_midpoint_estimate,,,,-1,,
751,41,51,28,41_51_event_28,yolo,51182,51210,29,29,project/outputs/features_yolo26x_41_44/41/41_51_event_28_joints.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_28_pos.npy,project/outputs/features_yolo26x_41_44/41/41_51_event_28_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,29,1.000000,20,0.689655,0,candidate_only_all_pose_missing,False,,,,,,51196,window_midpoint_estimate,,,,-1,,
752,41,52,1,41_52_event_1,yolo,51690,51712,23,23,project/outputs/features_yolo26x_41_44/41/41_52_event_1_joints.npy,project/outputs/features_yolo26x_41_44/41/41_52_event_1_pos.npy,project/outputs/features_yolo26x_41_44/41/41_52_event_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,13,0.565217,21,0.913043,9,candidate_only_pose_dropout_ge_50,False,,,,,,51701,window_midpoint_estimate,,,,-1,,
753,41,52,2,41_2_18_1,yolo,51712,51743,32,32,project/outputs/features_yolo26x_41_44/41/41_2_18_1_joints.npy,project/outputs/features_yolo26x_41_44/41/41_2_18_1_pos.npy,project/outputs/features_yolo26x_41_44/41/41_2_18_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,22,0.687500,32,1.000000,0,exact_label_pose_dropout_ge_50,True,41:2:18:1,41,2,18,1,51732,phase02_exact,short service,A,1,23,Bottom_short service,val
