row_index,video_id,rally_id,event_rank,clip_id,feature_alias_source_clip_id,feature_source,window_strategy,player_order,event_offset_frames,window_start_original,window_end_original,original_len,video_len_after_collation,joints_npy,pos_npy,shuttle_npy,source_video,validity_npz,zero_pose_frames,zero_pose_rate,pose_missing_rate,position_missing_rate,p1_pose_valid_rate,p2_pose_valid_rate,p1_position_valid_rate,p2_position_valid_rate,both_pose_missing_rate,both_position_missing_rate,pose_tensor_zero_rate,position_tensor_zero_rate,shuttle_visible_frames,shuttle_visible_rate,player_pos_out_of_unit_range,player_side_inconsistent_rate,quality_group,has_phase02_label,stable_key,match_id,set_id,gt_rally_id,ball_round_id,event_frame_original,event_frame_source,stroke_type_ground_truth,player,server,true_label,true_label_name,reference_split
255,41,33,5,41_1_32_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",36,34828,34891,64,64,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_5_validity.npz,25,0.390625,0.390625,0.390625,0.218750,1.000000,0.218750,1.000000,0.000000,0.000000,0.471048,0.390625,64,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:1:32:5,41,1,32,5,34864,phase09_exact,passive drop,B,2,19,Bottom_drop,val
256,41,33,6,41_1_32_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",21,34864,34927,64,64,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_6_validity.npz,14,0.21875,0.21875,0.21875,0.562500,1.000000,0.562500,1.000000,0.000000,0.000000,0.304458,0.218750,64,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:32:6,41,1,32,6,34885,phase09_exact,push,A,2,8,Top_push,val
257,41,33,7,41_1_32_7,,yolo26x_tracked,bst-compatible,"Top,Bottom",36,34885,34966,82,82,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_7_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_7_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_7_validity.npz,5,0.06707299999999994,0.06707299999999994,0.06707299999999994,0.865854,1.000000,0.865854,1.000000,0.000000,0.000000,0.167324,0.067073,82,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:32:7,41,1,32,7,34921,phase09_exact,clear,B,2,17,Bottom_clear,val
258,41,33,8,41_1_32_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",39,34921,34974,54,54,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_32_8_validity.npz,5,0.09259250000000008,0.09259250000000008,0.09259250000000008,0.814815,1.000000,0.814815,1.000000,0.000000,0.000000,0.20098,0.092593,54,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:32:8,41,1,32,8,34960,phase09_exact,drop,A,3,7,Top_drop,val
259,41,34,1,41_1_33_1,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,35409,35467,59,59,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_1_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_1_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_1_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.098704,0.000000,50,0.847458,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:33:1,41,1,33,1,35424,phase09_exact,short service,B,1,23,Bottom_short service,val
260,41,34,2,41_1_33_2,,yolo26x_tracked,bst-compatible,"Top,Bottom",37,35424,35504,81,81,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_2_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_2_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_2_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.091685,0.000000,72,0.888889,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:33:2,41,1,33,2,35461,phase09_exact,lob,A,2,4,Top_lob,val
261,41,34,3,41_1_33_3,,yolo26x_tracked,bst-compatible,"Top,Bottom",37,35461,35521,61,61,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_3_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.093057,0.000000,61,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:33:3,41,1,33,3,35498,phase09_exact,smash,B,2,15,Bottom_smash,val
262,41,34,4,41_1_33_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",17,35498,35557,60,60,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_4_validity.npz,0,0.0,0.0,0.0,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.084804,0.000000,60,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:33:4,41,1,33,4,35515,phase09_exact,defensive return lob,A,2,4,Top_lob,val
263,41,34,5,41_1_33_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",36,35515,35590,76,76,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_5_validity.npz,2,0.026316000000000006,0.026316000000000006,0.026316000000000006,0.947368,1.000000,0.947368,1.000000,0.000000,0.000000,0.11281,0.026316,76,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:33:5,41,1,33,5,35551,phase09_exact,clear,B,2,17,Bottom_clear,val
264,41,34,6,41_1_33_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",33,35551,35613,63,63,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_6_validity.npz,13,0.21428550000000002,0.21428550000000002,0.21428550000000002,0.571429,1.000000,0.571429,1.000000,0.000000,0.000000,0.308357,0.214286,63,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:33:6,41,1,33,6,35584,phase09_exact,drop,A,2,7,Top_drop,val
265,41,34,7,41_1_33_7,,yolo26x_tracked,bst-compatible,"Top,Bottom",23,35584,35639,56,56,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_7_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_7_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_7_validity.npz,18,0.3125,0.3125,0.3125,0.375000,1.000000,0.375000,1.000000,0.000000,0.000000,0.403624,0.312500,56,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:1:33:7,41,1,33,7,35607,phase09_exact,lob,B,2,16,Bottom_lob,val
266,41,34,8,41_1_33_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",26,35607,35647,41,41,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_1_33_8_validity.npz,8,0.18292700000000006,0.18292700000000006,0.18292700000000006,0.634146,1.000000,0.634146,1.000000,0.000000,0.000000,0.277977,0.182927,41,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:1:33:8,41,1,33,8,35633,phase09_exact,wrist smash,A,3,3,Top_smash,val
267,41,35,1,41_2_1_1,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,39233,39277,45,45,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_1_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_1_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_1_validity.npz,16,0.3555555,0.3555555,0.3555555,0.288889,1.000000,0.288889,1.000000,0.000000,0.000000,0.450654,0.355556,45,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:1:1,41,2,1,1,39248,phase09_exact,short service,B,1,11,Top_short service,val
268,41,35,2,41_2_1_2,,yolo26x_tracked,bst-compatible,"Top,Bottom",23,39248,39302,55,55,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_2_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_2_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_2_validity.npz,27,0.49090900000000004,0.49090900000000004,0.49090900000000004,0.018182,1.000000,0.018182,1.000000,0.000000,0.000000,0.586364,0.490909,55,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:1:2,41,2,1,2,39271,phase09_exact,net shot,A,2,13,Bottom_net shot,val
269,41,35,3,41_2_1_3,,yolo26x_tracked,bst-compatible,"Top,Bottom",25,39271,39335,65,65,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_3_validity.npz,24,0.3615385,0.3615385,0.3615385,0.276923,1.000000,0.276923,1.000000,0.000000,0.000000,0.436425,0.361538,65,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:1:3,41,2,1,3,39296,phase09_exact,lob,B,2,4,Top_lob,val
270,41,35,4,41_2_1_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",33,39296,39351,56,56,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_4_validity.npz,11,0.205357,0.205357,0.205357,0.589286,1.000000,0.589286,1.000000,0.000000,0.000000,0.278887,0.205357,56,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:2:1:4,41,2,1,4,39329,phase09_exact,back-court drive,A,2,18,Bottom_drive,val
271,41,35,5,41_2_1_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",16,39329,39364,36,36,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_5_validity.npz,8,0.23611099999999996,0.23611099999999996,0.23611099999999996,0.527778,1.000000,0.527778,1.000000,0.000000,0.000000,0.32067,0.236111,36,1.0,0,0.000000,exact_label_pose_dropout_lt_25,True,41:2:1:5,41,2,1,5,39345,phase09_exact,wrist smash,B,2,3,Top_smash,val
272,41,35,6,41_2_1_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",13,39345,39384,40,40,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_6_validity.npz,18,0.4625,0.4625,0.4625,0.075000,1.000000,0.075000,1.000000,0.000000,0.000000,0.548897,0.462500,40,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:1:6,41,2,1,6,39358,phase09_exact,return net,A,2,14,Bottom_return net,val
273,41,35,7,41_2_1_7,,yolo26x_tracked,bst-compatible,"Top,Bottom",20,39358,39394,37,37,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_7_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_7_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_7_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_7_validity.npz,18,0.5,0.5,0.5,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.580684,0.500000,37,1.0,0,0.000000,exact_label_pose_dropout_ge_50,True,41:2:1:7,41,2,1,7,39378,phase09_exact,rush,B,2,9,Top_rush,val
274,41,35,8,41_2_1_8,,yolo26x_tracked,bst-compatible,"Top,Bottom",10,39378,39402,25,25,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_8_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_8_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_8_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_1_8_validity.npz,11,0.43999999999999995,0.43999999999999995,0.43999999999999995,0.120000,1.000000,0.120000,1.000000,0.000000,0.000000,0.528824,0.440000,25,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:1:8,41,2,1,8,39388,phase09_exact,defensive return drive,A,3,18,Bottom_drive,val
275,41,36,1,41_2_2_1,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,39791,39826,36,36,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_1_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_1_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_1_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_1_validity.npz,17,0.45833349999999995,0.45833349999999995,0.45833349999999995,0.083333,1.000000,0.083333,1.000000,0.000000,0.000000,0.546977,0.458333,34,0.944444,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:2:1,41,2,2,1,39806,phase09_exact,short service,B,1,11,Top_short service,val
276,41,36,2,41_2_2_2,,yolo26x_tracked,bst-compatible,"Top,Bottom",14,39806,39850,45,45,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_2_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_2_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_2_validity.npz,22,0.5,0.5,0.5,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.588889,0.500000,45,1.0,0,0.000000,exact_label_pose_dropout_ge_50,True,41:2:2:2,41,2,2,2,39820,phase09_exact,net shot,A,2,13,Bottom_net shot,val
277,41,36,3,41_2_2_3,,yolo26x_tracked,bst-compatible,"Top,Bottom",24,39820,39876,57,57,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_3_validity.npz,22,0.377193,0.377193,0.377193,0.245614,1.000000,0.245614,1.000000,0.000000,0.000000,0.460784,0.377193,57,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:2:3,41,2,2,3,39844,phase09_exact,push,B,2,8,Top_push,val
278,41,36,4,41_2_2_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",26,39844,39919,76,76,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_4_validity.npz,31,0.401316,0.401316,0.401316,0.197368,1.000000,0.197368,1.000000,0.000000,0.000000,0.491099,0.401316,64,0.842105,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:2:4,41,2,2,4,39870,phase09_exact,clear,A,2,17,Bottom_clear,val
279,41,36,5,41_2_2_5,,yolo26x_tracked,bst-compatible,"Top,Bottom",43,39870,39932,63,63,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_5_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_5_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_5_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_5_validity.npz,31,0.4920635,0.4920635,0.4920635,0.015873,1.000000,0.015873,1.000000,0.000000,0.000000,0.578898,0.492063,51,0.809524,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:2:5,41,2,2,5,39913,phase09_exact,smash,B,2,3,Top_smash,val
280,41,36,6,41_2_2_6,,yolo26x_tracked,bst-compatible,"Top,Bottom",13,39913,39940,28,28,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_6_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_6_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_6_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_2_6_validity.npz,13,0.4642855,0.4642855,0.4642855,0.071429,1.000000,0.071429,1.000000,0.000000,0.000000,0.548845,0.464286,28,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:2:6,41,2,2,6,39926,phase09_exact,return net,A,3,14,Bottom_return net,val
281,41,37,1,41_2_3_2,,yolo26x_tracked,bst-compatible,"Top,Bottom",15,40432,40490,59,59,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_2_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_2_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_2_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_2_validity.npz,26,0.43220349999999996,0.43220349999999996,0.41525449999999997,0.355932,0.779661,0.355932,0.813559,0.220339,0.186441,0.531904,0.415254,51,0.864407,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:3:2,41,2,3,2,40447,phase09_exact,push,A,2,20,Bottom_push,val
282,41,37,2,41_2_3_3,,yolo26x_tracked,bst-compatible,"Top,Bottom",37,40447,40517,71,71,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_3_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_3_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_3_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_3_validity.npz,22,0.309859,0.309859,0.309859,0.380282,1.000000,0.380282,1.000000,0.000000,0.000000,0.409072,0.309859,71,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:3:3,41,2,3,3,40484,phase09_exact,clear,B,2,5,Top_clear,val
283,41,37,3,41_2_3_4,,yolo26x_tracked,bst-compatible,"Top,Bottom",27,40484,40530,47,47,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_4_joints.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_4_pos.npy,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_4_shuttle.npy,project/dataset/ShuttleSet_raw_videos/41 - Ng_Ka_Long_Angus_Kidambi_Srikanth_HSBC_BWF_WORLD_TOUR_FINALS_2020_QuarterFinals.mp4,project/outputs/features_yolo26x_bst_tracked_phase02_41_44/41/41_2_3_4_validity.npz,20,0.43616999999999995,0.43616999999999995,0.43616999999999995,0.127660,1.000000,0.127660,1.000000,0.000000,0.000000,0.526283,0.436170,47,1.0,0,0.000000,exact_label_pose_dropout_25_50,True,41:2:3:4,41,2,3,4,40511,phase09_exact,smash,A,2,15,Bottom_smash,val
