row_index,split,clip_id,source_branch,class_name,label,original_len,video_len_after_collation
5641,train,32_2_24_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_24_3,Top_殺球,3,52,52
5642,train,32_2_25_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_25_11,Top_殺球,3,64,64
5643,train,32_2_25_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_25_15,Top_殺球,3,58,58
5644,train,32_2_26_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_26_7,Top_殺球,3,60,60
5645,train,32_2_27_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_27_3,Top_殺球,3,57,57
5646,train,32_2_27_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_27_7,Top_殺球,3,55,55
5647,train,32_2_28_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_28_6,Top_殺球,3,58,58
5648,train,32_2_29_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_29_12,Top_殺球,3,66,66
5649,train,32_2_29_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_29_6,Top_殺球,3,58,58
5650,train,32_2_2_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_2_4,Top_殺球,3,58,58
5651,train,32_2_30_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_30_5,Top_殺球,3,67,67
5652,train,32_2_30_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_30_9,Top_殺球,3,55,55
5653,train,32_2_32_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_32_4,Top_殺球,3,69,69
5654,train,32_2_4_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_4_16,Top_殺球,3,69,69
5655,train,32_2_4_24,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_4_24,Top_殺球,3,45,45
5656,train,32_2_5_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_5_9,Top_殺球,3,60,60
5657,train,32_2_6_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_6_4,Top_殺球,3,68,68
5658,train,32_2_8_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_2_8_2,Top_殺球,3,45,45
5659,train,32_3_10_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_10_4,Top_殺球,3,59,59
5660,train,32_3_11_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_11_3,Top_殺球,3,40,40
5661,train,32_3_13_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_13_15,Top_殺球,3,54,54
5662,train,32_3_15_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_15_3,Top_殺球,3,65,65
5663,train,32_3_16_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_16_10,Top_殺球,3,60,60
5664,train,32_3_16_18,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_16_18,Top_殺球,3,42,42
5665,train,32_3_17_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_17_5,Top_殺球,3,61,61
5666,train,32_3_18_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_18_3,Top_殺球,3,48,48
5667,train,32_3_1_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_1_3,Top_殺球,3,48,48
5668,train,32_3_21_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_21_4,Top_殺球,3,58,58
5669,train,32_3_22_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_22_2,Top_殺球,3,50,50
5670,train,32_3_23_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_23_10,Top_殺球,3,57,57
5671,train,32_3_23_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_23_14,Top_殺球,3,68,68
5672,train,32_3_23_18,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_23_18,Top_殺球,3,68,68
5673,train,32_3_23_22,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_23_22,Top_殺球,3,60,60
5674,train,32_3_23_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_23_6,Top_殺球,3,62,62
5675,train,32_3_25_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_25_14,Top_殺球,3,58,58
5676,train,32_3_25_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_25_6,Top_殺球,3,51,51
5677,train,32_3_26_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_26_3,Top_殺球,3,42,42
5678,train,32_3_27_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_27_4,Top_殺球,3,72,72
5679,train,32_3_27_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_27_6,Top_殺球,3,44,44
5680,train,32_3_29_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_29_9,Top_殺球,3,60,60
5681,train,32_3_32_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_32_11,Top_殺球,3,59,59
5682,train,32_3_33_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_33_5,Top_殺球,3,58,58
5683,train,32_3_33_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_33_9,Top_殺球,3,72,72
5684,train,32_3_34_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_34_5,Top_殺球,3,74,74
5685,train,32_3_35_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_35_9,Top_殺球,3,56,56
5686,train,32_3_36_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_36_10,Top_殺球,3,55,55
5687,train,32_3_36_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_36_6,Top_殺球,3,67,67
5688,train,32_3_37_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_37_9,Top_殺球,3,55,55
5689,train,32_3_40_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_40_14,Top_殺球,3,59,59
5690,train,32_3_40_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_40_2,Top_殺球,3,44,44
5691,train,32_3_40_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_40_6,Top_殺球,3,60,60
5692,train,32_3_4_21,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_4_21,Top_殺球,3,45,45
5693,train,32_3_5_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_5_6,Top_殺球,3,57,57
5694,train,32_3_6_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_6_12,Top_殺球,3,67,67
5695,train,32_3_6_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_6_16,Top_殺球,3,53,53
5696,train,32_3_6_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_6_4,Top_殺球,3,61,61
5697,train,32_3_6_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_6_8,Top_殺球,3,64,64
5698,train,32_3_7_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_7_10,Top_殺球,3,48,48
5699,train,32_3_9_20,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_9_20,Top_殺球,3,59,59
5700,train,32_3_9_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/32_3_9_4,Top_殺球,3,56,56
5701,train,33_1_13_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_13_2,Top_殺球,3,51,51
5702,train,33_1_14_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_14_3,Top_殺球,3,60,60
5703,train,33_1_19_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_19_3,Top_殺球,3,44,44
5704,train,33_1_19_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_19_7,Top_殺球,3,48,48
5705,train,33_1_1_19,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_1_19,Top_殺球,3,46,46
5706,train,33_1_20_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_20_4,Top_殺球,3,54,54
5707,train,33_1_24_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_24_9,Top_殺球,3,60,60
5708,train,33_1_28_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_28_4,Top_殺球,3,50,50
5709,train,33_1_29_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_29_9,Top_殺球,3,73,73
5710,train,33_1_2_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_2_13,Top_殺球,3,61,61
5711,train,33_1_2_17,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_2_17,Top_殺球,3,49,49
5712,train,33_1_2_21,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_2_21,Top_殺球,3,51,51
5713,train,33_1_2_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_2_3,Top_殺球,3,50,50
5714,train,33_1_32_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_32_4,Top_殺球,3,58,58
5715,train,33_1_33_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_33_6,Top_殺球,3,52,52
5716,train,33_1_35_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_35_6,Top_殺球,3,60,60
5717,train,33_1_37_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_37_5,Top_殺球,3,52,52
5718,train,33_1_4_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_4_7,Top_殺球,3,46,46
5719,train,33_1_6_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_1_6_7,Top_殺球,3,51,51
5720,train,33_2_12_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_12_4,Top_殺球,3,67,67
5721,train,33_2_13_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_13_3,Top_殺球,3,51,51
5722,train,33_2_13_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_13_7,Top_殺球,3,58,58
5723,train,33_2_14_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_14_6,Top_殺球,3,53,53
5724,train,33_2_15_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_15_4,Top_殺球,3,53,53
5725,train,33_2_15_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_15_8,Top_殺球,3,67,67
5726,train,33_2_16_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_16_12,Top_殺球,3,60,60
5727,train,33_2_16_16,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_16_16,Top_殺球,3,68,68
5728,train,33_2_17_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_17_3,Top_殺球,3,48,48
5729,train,33_2_17_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_17_7,Top_殺球,3,48,48
5730,train,33_2_18_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_18_4,Top_殺球,3,46,46
5731,train,33_2_19_17,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_19_17,Top_殺球,3,62,62
5732,train,33_2_19_21,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_19_21,Top_殺球,3,73,73
5733,train,33_2_19_27,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_19_27,Top_殺球,3,36,36
5734,train,33_2_21_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_21_4,Top_殺球,3,54,54
5735,train,33_2_22_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_22_15,Top_殺球,3,44,44
5736,train,33_2_24_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_24_11,Top_殺球,3,66,66
5737,train,33_2_25_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_25_5,Top_殺球,3,49,49
5738,train,33_2_27_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_27_8,Top_殺球,3,67,67
5739,train,33_2_29_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_29_4,Top_殺球,3,32,32
5740,train,33_2_2_13,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_2_13,Top_殺球,3,69,69
5741,train,33_2_31_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_31_8,Top_殺球,3,48,48
5742,train,33_2_33_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_33_3,Top_殺球,3,51,51
5743,train,33_2_34_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_34_11,Top_殺球,3,51,51
5744,train,33_2_34_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_34_15,Top_殺球,3,66,66
5745,train,33_2_34_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_34_7,Top_殺球,3,60,60
5746,train,33_2_35_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_35_4,Top_殺球,3,65,65
5747,train,33_2_35_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_35_8,Top_殺球,3,60,60
5748,train,33_2_9_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/33_2_9_3,Top_殺球,3,50,50
5749,train,34_1_14_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_14_2,Top_殺球,3,63,63
5750,train,34_1_16_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_16_2,Top_殺球,3,67,67
5751,train,34_1_16_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_16_8,Top_殺球,3,62,62
5752,train,34_1_17_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_17_2,Top_殺球,3,60,60
5753,train,34_1_18_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_18_3,Top_殺球,3,51,51
5754,train,34_1_19_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_19_14,Top_殺球,3,62,62
5755,train,34_1_19_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_19_2,Top_殺球,3,68,68
5756,train,34_1_1_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_1_2,Top_殺球,3,69,69
5757,train,34_1_20_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_20_5,Top_殺球,3,39,39
5758,train,34_1_23_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_23_9,Top_殺球,3,63,63
5759,train,34_1_25_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_25_2,Top_殺球,3,67,67
5760,train,34_1_25_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_25_4,Top_殺球,3,42,42
5761,train,34_1_26_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_26_15,Top_殺球,3,51,51
5762,train,34_1_2_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_2_8,Top_殺球,3,43,43
5763,train,34_1_34_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_34_4,Top_殺球,3,66,66
5764,train,34_1_4_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_4_2,Top_殺球,3,66,66
5765,train,34_1_7_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_7_7,Top_殺球,3,60,60
5766,train,34_1_8_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_1_8_9,Top_殺球,3,64,64
5767,train,34_2_10_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_10_7,Top_殺球,3,69,69
5768,train,34_2_11_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_11_2,Top_殺球,3,70,70
5769,train,34_2_12_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_12_12,Top_殺球,3,55,55
5770,train,34_2_12_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_12_4,Top_殺球,3,68,68
5771,train,34_2_15_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_15_2,Top_殺球,3,64,64
5772,train,34_2_15_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_15_6,Top_殺球,3,66,66
5773,train,34_2_18_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_18_7,Top_殺球,3,48,48
5774,train,34_2_19_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_19_5,Top_殺球,3,60,60
5775,train,34_2_20_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_20_4,Top_殺球,3,59,59
5776,train,34_2_20_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_20_6,Top_殺球,3,48,48
5777,train,34_2_22_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_22_3,Top_殺球,3,41,41
5778,train,34_2_23_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_23_4,Top_殺球,3,58,58
5779,train,34_2_25_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_25_5,Top_殺球,3,62,62
5780,train,34_2_26_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_26_5,Top_殺球,3,61,61
5781,train,34_2_28_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_28_4,Top_殺球,3,49,49
5782,train,34_2_29_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_29_11,Top_殺球,3,40,40
5783,train,34_2_29_19,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_29_19,Top_殺球,3,67,67
5784,train,34_2_29_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_29_9,Top_殺球,3,44,44
5785,train,34_2_2_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_2_3,Top_殺球,3,59,59
5786,train,34_2_2_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_2_9,Top_殺球,3,59,59
5787,train,34_2_4_4,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_4_4,Top_殺球,3,67,67
5788,train,34_2_5_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_5_11,Top_殺球,3,69,69
5789,train,34_2_5_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_5_7,Top_殺球,3,67,67
5790,train,34_2_6_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_6_11,Top_殺球,3,66,66
5791,train,34_2_6_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/34_2_6_3,Top_殺球,3,48,48
5792,train,3_1_11_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_11_7,Top_殺球,3,37,37
5793,train,3_1_13_12,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_13_12,Top_殺球,3,45,45
5794,train,3_1_13_2,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_13_2,Top_殺球,3,38,38
5795,train,3_1_14_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_14_3,Top_殺球,3,43,43
5796,train,3_1_14_9,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_14_9,Top_殺球,3,44,44
5797,train,3_1_15_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_15_5,Top_殺球,3,41,41
5798,train,3_1_16_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_16_7,Top_殺球,3,33,33
5799,train,3_1_17_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_17_8,Top_殺球,3,40,40
5800,train,3_1_18_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_18_3,Top_殺球,3,55,55
5801,train,3_1_19_14,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_19_14,Top_殺球,3,39,39
5802,train,3_1_21_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_21_6,Top_殺球,3,36,36
5803,train,3_1_22_21,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_22_21,Top_殺球,3,45,45
5804,train,3_1_22_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_22_3,Top_殺球,3,32,32
5805,train,3_1_24_6,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_24_6,Top_殺球,3,34,34
5806,train,3_1_27_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_27_7,Top_殺球,3,33,33
5807,train,3_1_30_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_30_11,Top_殺球,3,45,45
5808,train,3_1_30_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_30_15,Top_殺球,3,46,46
5809,train,3_1_37_10,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_37_10,Top_殺球,3,49,49
5810,train,3_1_40_11,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_40_11,Top_殺球,3,46,46
5811,train,3_1_40_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_40_15,Top_殺球,3,32,32
5812,train,3_1_40_29,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_40_29,Top_殺球,3,39,39
5813,train,3_1_40_5,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_40_5,Top_殺球,3,57,57
5814,train,3_1_4_8,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_4_8,Top_殺球,3,39,39
5815,train,3_1_6_15,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_6_15,Top_殺球,3,41,41
5816,train,3_1_6_29,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_6_29,Top_殺球,3,38,38
5817,train,3_1_6_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_6_7,Top_殺球,3,41,41
5818,train,3_1_7_3,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_7_3,Top_殺球,3,52,52
5819,train,3_1_8_7,project/dataset/ShuttleSet/merged_seq100_between_2_hits_with_max_limits/train/Top_殺球/3_1_8_7,Top_殺球,3,33,33
